,user,time,text,likes,comments,repost,share,url
610,earth_travel_tacat,2024-09-20,"구랭, 종종 놀러와
집사 1호로 임명한다냥우울함도 즐거운 여행과 좋은 사람들로
털어보자구!1",1.0,,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
611,jy_choi412,2024-09-21,후배님 안녕하세요 저도 졸업하고 석사하고 갓 졸업했습니다ㅋ 대학원 입시 화이팅이에요!1,1.0,,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
612,xhsjajsxm2,2024-09-20,N잡러를 가능하게 할 수 있게한 팁이 궁금해요!!!11,1.0,1.0,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
613,jyouthlee,2024-09-20,소비가 많아서 수입도 많아야 하는 상황이었어요! 그리고 과외같은 건 빈 시간에 끼워넣으면 되는 거라 일 구할 때 편했습니다:)11,1.0,1.0,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
614,xhsjajsxm2,2024-09-21,저도 엔잡러 꿈꾸고 있어서 시간 관리의 중요성을 알게되더라구요!! 현재 투잡중이구요!! 빈 시간을 어떻게 끼울지 고민을 더 해봐야겠네용!!ㅎㅎㅎ1,1.0,,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
615,fields_rm,2024-10-08,스친 관심사가 내 전공분야네. 반가워. 팔로우할게~2,2.0,,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
616,kawaetik,2024-09-20,벌써 95년생 님들이 서른이구나..😭12,1.0,2.0,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
617,ricky_yunjun,2024-09-20,난 놔과학 대학원 생각중이야 방가워;)11,1.0,1.0,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
618,jyouthlee,2024-09-20,오 너무 멋있는 분야지!! 반가워~!11,1.0,1.0,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
619,ricky_yunjun,2024-09-20,그치? 최근애는 심리 상담사 온라인으로 자격증 공부중이거든1,1.0,,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
620,seoul_scalper,2024-09-20,"동갑이다! 반갑네요 ㅎㅎ
스친님 열심히 사시네요 멋지십니다.우울증… 저도 약 몇 년 먹다가 지금은 다 극복하고 의사와 상의 후에 약을 끊었습니다.11",1.0,1.0,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
621,jyouthlee,2024-09-20,오 단약이라니 축하드려요!!1,1.0,,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
622,zeros8293,2024-09-21,"저랑 동갑이시네요~
띠동갑~^^ㅋㅋ
정신의학이 관심사라니~대단하시네요~
어려운 공부인데~^^1",1.0,,,,https://www.threads.net/@jyouthlee/post/DAIdqp5S-zW
623,tjwlwl8697,2024-11-05,저하고 동갑이시다~~1,,1.0,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
624,heejung_practice,2024-11-10,우와앗 동갑라인 반가워용,,,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
625,hi_jisoo.pink,2024-11-05,안녕 나도 99야1,,1.0,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
626,heejung_practice,2024-11-10,반가워요 스친님!!,,,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
627,cuteseo._.0,2024-11-09,귀여버라 😎✌️1,,1.0,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
628,heejung_practice,2024-11-10,엄훠 댜기도 이쁘고 귀여우몀송ㅎㅎ 자기소개 금지요옹,,,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
629,bagdongsu552,2024-11-05,안녕하세요1,,1.0,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
630,heejung_practice,2024-11-10,반갑습니다,,,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
631,cheddeck,2024-11-05,동갑이네1,,1.0,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
632,heejung_practice,2024-11-10,반갑습니당ㅎㅎ1,,1.0,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
633,cheddeck,2024-11-10,나두,,,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
634,dkrt3456,2024-11-05,저도99년생1,1.0,,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
635,bagdongsu552,2024-11-10,어디살아요1,,1.0,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
636,heejung_practice,2024-11-10,그건 알려줄수 없어요1,,1.0,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
637,bagdongsu552,2024-11-10,네,,,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
638,iwbtsi,2024-11-05,저도991,1.0,,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
639,x_____._x__,2024-11-06,🩷11,1.0,1.0,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
640,heejung_practice,2024-11-10,💜💜,,,,,https://www.threads.net/@heejung_practice/post/DB-h64ohFBd
641,writer_bbo_,2024-05-11,힘들 땐 다른 사람에게 털어만놔도 그걸로 큰 도움이 되는거 같더라고요..저도 강박증으로 고통받고 힘든 삶을 산 지 벌써 6년째입니다…힘든 일 있으시면 같이 나눠요!! 응원합니다1,,1.0,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
642,heejung_practice,2024-06-01,"함께 공유하면서 손잡고 같이 살아나가는 사회가 되기를 저도 같이 바래보는데 
여기는 그러지 않아서 더 답답해요 
저도 응원합니다 감사합니당",,,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
643,k_cyber1388,2024-05-10,"안녕하세요. 청소년상담1388입니다.
heejung_practice님. 우울증 극복중이군요. 정말 응원합니다.
우울도 힘이 있어야 극복 할 수 있는데 heejung_practice님은 따듯한 말 한마디가 천국과 지옥을 경험하게 하는군요.
heejung_practice님 어떤 이야기를 듣고 싶은지, 어떤 따듯한 이야기를 듣고 싶은지를 이야기 하고 싶다면 청소년상담1388이 있습니다.",,,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
644,musimgom,2024-05-11,"난 이노래를 요즘 많이들어 힘내라곤 안하겠지만 잘 극복할꺼야
너드커넷션_조용히완전히영원히1",,1.0,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
645,heejung_practice,2024-05-11,따듯한 말씀 감사합니다 극복 할 수 있겠지오..1,1.0,,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
646,4x4ssuni,2024-09-17,잘 ~ 하고있어 !!!! 노래가사에 웃고울고 ~ 노래듣고있으면왠지 힐링 되는걱같아 !!!! 힘내자 !!!! 빠이띵1,,1.0,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
647,heejung_practice,2024-09-17,"감사합니다 언젠가 다 치유하는 날 오겠죠?? 서로 힘내요 퓨ㅠㅠㅠㅜ
이쁜말씀 감사합니당",,,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
648,sean_note_,2024-05-10,언젠가는 꼭..!! 해맑게 웃자!1,,1.0,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
649,heejung_practice,2024-05-10,감사합니다ㅠㅠ 언젠가 웃는 날 오겠지요???11,1.0,1.0,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
650,sean_note_,2024-05-10,와 꼭! 자신을 믿어! 간절히 바라는 자신을! 그 간절한 마음을.. (원하지는 않겠지만 티안나게 조용히 응원하고 있겠음)1,,1.0,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
651,heejung_practice,2024-05-11,응원 감사합니다ㅠㅠ11,1.0,1.0,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
652,sean_note_,2024-05-11,티안나게 조용히 응원하는거니 너무 티나게 감사하진 않아도 됨(🫢속닥속닥),,,,,https://www.threads.net/@heejung_practice/post/C6yK4K-hV7S
653,lee_jong_moon_jm,2024-06-21,내가 더힘들어1,,1.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
654,heejung_practice,2024-06-21,해앵니임 서로 극복해요오ㅠㅠ11,1.0,1.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
655,lee_jong_moon_jm,2024-06-21,🐷🐷🐷1,,1.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
656,heejung_practice,2024-06-21,피글렛 희동이는 꿀꿀거립니다11,1.0,1.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
657,lee_jong_moon_jm,2024-06-21,🐽🐽🐽,,,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
658,yeongju12949,2024-04-18,저도 우울증 격어봤어용 잘 극복하셔서 핸복한 나날들 보내자구요 화팅!!! 헤헿 나이도 같네여1,,1.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
659,heejung_practice,2024-04-19,"영주님 감사합니다ㅠ 
잘 극복해서 언젠 가 햄볶한 날 보내볼게용 
헤헤 나이 동갑이시라구욧??
반가워용ㅎㅎ11",1.0,1.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
660,yeongju12949,2024-04-19,맛점드세용 ㅎㅎ,,,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
661,hyeonseunghwan5,2024-04-19,꼬옥 토닥 토닥. 힘내세요 항상 곁에서 응원해요1,,1.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
662,heejung_practice,2024-04-19,승환님 응원 감사합니다ㅠㅠ1,,1.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
663,hyeonseunghwan5,2024-04-19,헤헤😁😁😁,,,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
664,ktigers1943_zero_.8._,2024-04-19,파이팅!!🔥🔥2,,2.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
665,jsdcontents,2024-04-18,아 ... 우울증에게 얼마든지 있다 가라고 하세요 ... 이렇게 글을 쓸 수 있다는 건 이겨나가고 있다는 거죠. 좀 힘들어도 괜찮아요. 님은 맹렬하게 싸우고 있어요. 승리가 다가오고 있습니다. 포기하지 마세요.1,,1.0,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
666,heejung_practice,2024-04-19,"언젠가는 우울증 극복하겠지용??
무너지지 않을게요 
이쁜말씀 감사합니다 도희녬ㅠㅠ",,,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
667,k_cyber1388,2024-04-23,안녕하세요. 청소년상담1388이에요. 힘들지만 값진 시간을 보내고 계시는 heejung님께 정말 애쓰고 있다고 박수를 보내드리고 싶어요. 아프고 힘든 마음을 승화 하는 건 정말 쉽지 않은 일인데.. 언젠가 손수 만든 노래가 마음이 아픈 사람들을 치유하는 힘을 가지게 될 거라 믿어요. 가끔 버티기 힘든 날엔 주변 사람의 따뜻한 응원을 받으며 다시금 일어나길 응원드려요. 힘들도 지친날엔 청소년상담1388을 기억해주세요.,,,,,https://www.threads.net/@heejung_practice/post/C55mFZThMuP
668,hyeonseunghwan5,2024-04-15,해내실수 있어요 퐈이팅!!!1,,1.0,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
669,heejung_practice,2024-04-16,승환님 감사드립니당1,,1.0,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
670,hyeonseunghwan5,2024-04-16,헤헤😁😁😁,,,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
671,shin_nari_art,2024-04-16,"지금은 까마득하겠지만 언젠간 편안할 날이 올거야, 나도 힘내고 있거든!1",,1.0,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
672,heejung_practice,2024-04-16,"나리님 해뜨기 전이 가장 어둡다는데 
언젠가 해는 뜰거에용ㅎㅎ 서로 해뜰 때까지 힘내용💜💜
따듯한 말씀 감사합니당ㅎㅎ1",1.0,,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
673,ktigers1943_zero_.8._,2024-04-16,힘내라 희정씌!!!🔥🔥🔥1,,1.0,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
674,heejung_practice,2024-04-16,니도 힘내자퓨ㅠㅠㅠㅠ 퇴원하면 접선 기릿~~11,1.0,1.0,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
675,ktigers1943_zero_.8._,2024-04-16,땡큐~ 빨리 퇴원 접선 가즈아~!!!,,,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
676,foxxtrot_0,2024-04-15,극복 하실수 있습니다!!!1,,1.0,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
677,heejung_practice,2024-04-16,여우당님도 극복 하실 수 있을 거 에요1,,1.0,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
678,foxxtrot_0,2024-04-16,아유 감사합니다 저도 응원에 힘입어 극복하겠습니다!!,,,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
679,jsdcontents,2024-04-15,조금씩 빛을 향해 ....1,,1.0,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
680,heejung_practice,2024-04-16,"도희님 감사합니다
빛을 향해 한 발짝씩 간다면 언젠가 빛을 비추겠죵???",,,,,https://www.threads.net/@heejung_practice/post/C5xze9rhx6N
681,woodngngngn,2024-10-01,저도 글 쓰면서 또 이거 뜨면 어떡하지 하고 쓸 때 종종 있는 것 같아요…😂11,1.0,1.0,,,https://www.threads.net/@hanbyul_hangyul_/post/DAi6DK_TlYx
682,hanbyul_hangyul_,2024-10-01,ㅋㅋㅋ 다들 한번쯤 겪으시는군요?1,1.0,,,,https://www.threads.net/@hanbyul_hangyul_/post/DAi6DK_TlYx
683,ghostgom1004,2024-11-10,컵손잡이가 특이함11,1.0,1.0,,,https://www.threads.net/@jjxxey/post/DCLJczsS1CY
684,6653.idk,2024-11-07,"우선...좀 먹어 
많이는 아니고 자주
잠들기 전까지 
그럼 마법처럼~~~ 살이 찔거야~~~
치칸은 진리요~피자와 햄버거 세트는 진실이로다
분식은 그분의 말씀이요
간식들은 그분의 피와 살이로다~
샐러드는 이단이며 닭찌찌는 금기이로다11",1.0,1.0,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
685,jjxxey,2024-11-07,"웅 그니까 자주 먹어 진짜
ㅋㅋㅋㅋㅋㅋ 마법처럼 살이 찐데
 ㅋㅋㅋ고마워 덕분에 ㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋ웃는다",,,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
686,gimceolhyi254,2024-11-07,"굿모닝~ ❤️ 
먹고자고 먹고자고 먹자 먹자 먹자 하면되 하루종일 과자라든가 개속먹어11",1.0,1.0,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
687,jjxxey,2024-11-07,"웅 그랬더 근데 과자 너무 먹으니까 
피부 안좋아지더라ㅜㅜ11",1.0,1.0,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
688,gimceolhyi254,2024-11-07,여러가지먹어야지1,1.0,,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
689,yun_aromii,2024-11-07,"나도 살찌는법 마니찾아봣엇는데
뉴욕에잇을 때 에피타민 시캬먹고
살 찌웠얼어... ㅋㅋㅋ1",,1.0,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
690,jjxxey,2024-11-07,에피타민? 그게 모야..?1,,1.0,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
691,yun_aromii,2024-11-07,"멸치 탈출이 누무 안대서
외국인 멸치친구 살쪘길라 물어뷰니까
저거 먹엇데서 나도 먹엇는데
식욕 상승라고 엄청묵엇더니 그래두 5키로찌우고
운듕해떠 ㅋㅋㅋㅋ 45키로에서 50키류만들엇오11",1.0,1.0,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
692,jjxxey,2024-11-08,와 진짜 대단하다 고마워 ㅎ 좋은 정보 알려줘서 오늘도 화이팅 !1,1.0,,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
693,hakase_o,2024-11-07,밤에 라면 아이스크림 먹으면서 자1,,1.0,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
694,jjxxey,2024-11-07,라면 안좋아해서 마라탕 먹고 투게더 한통먹어1,,1.0,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
695,hakase_o,2024-11-08,투게더 한통 순삭이면 정말 좋아하는거다1,1.0,,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
696,hyeon_.9_.4,2024-11-07,칼로리 높은거 위주로 먹으면됭1,,1.0,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
697,jjxxey,2024-11-07,흠 노력해보겠다!!1,1.0,,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
698,dragonnine09,2024-11-08,스트레스받지말고 잘먹고 잘자고 잘싸고. 끝.1,1.0,,,,https://www.threads.net/@jjxxey/post/DCDClA2TUd0
699,ghostgom1004,2024-11-06,1,1.0,,,,https://www.threads.net/@jjxxey/post/DCBnIHwSzGn
700,tmfp_em,2024-11-01,"전투력..음 머르겟는데...
느낀점.. 음...
모델 했으면 좋겠다...
그냥..느낀점... 모델하면 참.잘 어울리겠다..
뷰티나..헤어나.. 귀금속 이거나...
패션두 좋을꺼 같구.. 뭔가 한복점 한복 카달로그 모델두..
잘 어울릴꺼 같구....
음.... 뭔가 자연 이랄까??조용히 내할일.하믄서..
그렇게.. 방송도 안했음 좋겠고... 
모르겟다아앙..ㅠㅠ11",1.0,1.0,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
701,jjxxey,2024-11-01,"공허해서 자꾸 방송을 하네요오 
긴 글 너무 감사드립니다 ㅎㅎ11",1.0,1.0,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
702,tmfp_em,2024-11-01,"방송해도..그게 안채워 질꺼 같아요..ㅠㅠ
ㅠ그래서...그리구..
뭔가 방송을 통해서 구설?? 이 좀 따를꺼 같구...
차라리..유툽으로.. 컨셉보단.
진짜 검소한 이런 것들로 영상을 만들어 보는건 
어때요?? 의외로 소박하게 만드는.
자극적이지 않고 잔잔하게 가는 느낌으로
가보는 건요??
정말 한끗 차이 인거 같은디.ㅠㅠ
진짜 잘되셨으면 졸겠습니다.🙏11",1.0,1.0,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
703,jjxxey,2024-11-07,ㅎㅎ 감사합니다 🙏🥲11,1.0,1.0,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
704,tmfp_em,2024-11-07,🙏,,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
705,chohs8010,2024-11-01,전투력이 어마무시해서 가늠이 안됨ㄷㄷ;;;11,1.0,1.0,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
706,jjxxey,2024-11-01,항마력..1,1.0,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
707,younseo_park,2024-11-01,무보다 길구나11,1.0,1.0,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
708,jjxxey,2024-11-01,무..?,,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
709,dal.entertainment,2024-11-01,전투력이 안생김 😑11,1.0,1.0,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
710,jjxxey,2024-11-01,엥,,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
711,andy_moon_1120,2024-11-01,마니 심심하구나... 걍 넷플 봐1,1.0,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
712,jino92_jino92,2024-11-01,눈부셔😵1,1.0,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
713,9ffxx,2024-11-01,그냥 수치심을 느꼈어 ㅋㅋ미안2,2.0,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
714,ddragon81,2024-11-07,밥은 먹고다니냐....1,1.0,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
715,big.boss.1969,2024-11-01,모하니1,1.0,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
716,cie_lo_xxil,2024-11-01,"I love you  
번역하기1",1.0,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
717,asobauer,2024-11-01,"You are so gorgeous 💓  
번역하기1",1.0,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
718,1996_k_g,2024-11-01,뒤에서 크리링 기술 준비중인거 같은데요??11,1.0,1.0,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
719,jjxxey,2024-11-01,ㅋㅋㅋ킄키키,,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
720,bikegomdori,2024-11-01,너무 이뻐서 훅 가네요..11,1.0,1.0,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
721,jjxxey,2024-11-01,...🫶1,1.0,,,,https://www.threads.net/@jjxxey/post/DBypBqDseMs
722,hello._.yoon,2024-08-18,"그럴때 진짜 머리아프죠.. 조용히 해결하고싶은데 보호자없이 정신과 봐주는 응급실도 잘 없고, 찾더라도 비용도 너무 비싸고.. 그렇다고 버티자니 힘들고..1",1.0,,,,https://www.threads.net/@np_patient_toon/post/C-zOOYNvfHQ
723,julmi.diary,2024-08-16,자낙스 진짜 딱 3일치만 주셨네...ㅜ 저걸로 어떻게 버텨용... 글구 약이 왜이리 많데용ㅜ11,1.0,1.0,,,https://www.threads.net/@np_patient_toon/post/C-ukv1lPDd0
724,np_patient_toon,2024-08-16,"아침, 취침 전 약으로 나눠져서 많아보이는 것 같아요😢 실제로는 한 번에 6~7알 밖에 안먹어서 괜찮아요 ㅎㅎ. 자낙스는 ㅠㅠ... 정 안되면 응급실 가면 되겠죠..?? 흑흑 서울인데..... 갈 수 있을지 모르겠어요😭11",1.0,1.0,,,https://www.threads.net/@np_patient_toon/post/C-ukv1lPDd0
725,julmi.diary,2024-08-16,서울... 넘 멀어서... 배는 힘들텐데...응급실 충대는 안되려나요?2,,2.0,,,https://www.threads.net/@np_patient_toon/post/C-ukv1lPDd0
726,nur_sing_la,2024-08-17,응원할게! 쓰레드에서 좋은 댓글들 위로 관심 충분히 얻을 수 있을테니 긍정적인 이점이 많을거야!2,2.0,,,,https://www.threads.net/@np_patient_toon/post/C-ukv1lPDd0
727,julmi.diary,2024-08-14,클로자핀...ㅜㅜ,,,,,https://www.threads.net/@np_patient_toon/post/C-cR6_sPVKX
728,julmi.diary,2024-07-12,앗! 왠지 누군지 알것만 같은... 그림보고 느낌이 딱 왔어요.2,2.0,,,,https://www.threads.net/@np_patient_toon/post/C9T-tFQPtME
729,jooyoung_you,2024-11-09,스치면 스칠수록 올라가는 온도!! 스하리완~21,2.0,1.0,,,https://www.threads.net/@jjin_me0w/post/DCJsWroTvyS
730,jjin_me0w,2024-11-09,맞스하리완🧡온도 높여보자고!!🌡️🌡️,,,,,https://www.threads.net/@jjin_me0w/post/DCJsWroTvyS
731,from.dot_,2024-11-10,안뇽! 스하리 반사왔오! 고마오12,1.0,2.0,,,https://www.threads.net/@jjin_me0w/post/DCJsWroTvyS
732,_paco_95,2024-11-09,"스하리! 
멋지다 너!12",1.0,2.0,,,https://www.threads.net/@jjin_me0w/post/DCJsWroTvyS
733,glaciass_part.1,2024-11-10,반가워!! 마음 땃땃해지는 스친이 왔다감🖤11,1.0,1.0,,,https://www.threads.net/@jjin_me0w/post/DCJsWroTvyS
734,jjin_me0w,2024-11-10,앞으로도 따땃하게🧡앞으로도 따땃하게🧡100%알지알지?🥰알지알지?🥰0%1표 · 설문 종료됨1,1.0,,,,https://www.threads.net/@jjin_me0w/post/DCJsWroTvyS
735,sujini3,2024-11-10,"ㅎㅎㅎㅎ나두 껴조 !!
인스타에 영상 사진에 지배당하다가
글로 소통하는 기분이라 더 재밌어 ㅎㅎㅎ
나랑도 스친하쟈🤎11",1.0,1.0,,,https://www.threads.net/@jjin_me0w/post/DCJsWroTvyS
736,jjin_me0w,2024-11-10,딱 이거야!!딱 이거야!!0%글로 소통하는거 너무 재밌어🧡글로 소통하는거 너무 재밌어🧡100%1표 · 설문 종료됨1,1.0,,,,https://www.threads.net/@jjin_me0w/post/DCJsWroTvyS
737,justdoitinpresent,2024-11-10,"언젠가는 그런 날이 올거에요
끌림의 법칙이라고 한번 찾아보세요
저도 오늘 아침에 스레드에서 보고 긍정적인 마인드 장착하기로 결심했네요1",1.0,,,,https://www.threads.net/@arbolbajo/post/DCLhOiNO794
738,hair_by_min,2024-11-10,생년월일시 디엠으로,,,,,https://www.threads.net/@arbolbajo/post/DCLhOiNO794
739,ballgive_,2024-11-10,우울은 못없앨거야 근데 압도힐 순 있어1,1.0,,,,https://www.threads.net/@arbolbajo/post/DCLhOiNO794
740,k_cyber1388,2024-11-11,"우울로 인해서 힘들었던 것 같아요. 치료적인 회복을 위해서 어떤 노력들을 하고 있나요. 우울할때는 운동이나 몸을 움직이기, 하고 싶은 활동해보기, 좋아하는 음악듣기, 산책,, 한가지 일에 집중해보기등 다른 여러 가지가 있기도 해요. 자신에게 맞는 적절한 것을 찾아서 해보아요. 행복하시기를 응원해요!",,,,,https://www.threads.net/@arbolbajo/post/DCLhOiNO794
741,geum.49,2024-11-10,내말이....하.....몸을 움직이면 낫드라. 커뮤니티 글(스레드 포함) 안보는게 좋고,,,,,https://www.threads.net/@arbolbajo/post/DCLhOiNO794
742,choi_doseol,2024-11-11,"데리고 살아
그런 사람 많을 걸",,,,,https://www.threads.net/@arbolbajo/post/DCLhOiNO794
743,yoohoward,2024-11-10,다리 움직이는게 도움이 좀 됨. 매주 한회 정도 5키로 뛰는데 시작할때엔 힘들지만 끝나면 몬가 내 자신에게 뿌듯하면서 좋더라. 달리는 중에는 다른 것에 신경쓸 필요가 없으니 좋기도 하고. 다리 괜찮고 안아프면 할 수 있을때 한번 해봐.,,,,,https://www.threads.net/@arbolbajo/post/DCLhOiNO794
744,yukyungk8455,2024-11-11,모두행복해저라,,,,,https://www.threads.net/@arbolbajo/post/DCLhOiNO794
745,leelime28,2024-11-07,방에 암막 커튼을 달아야겠어 🥲,,,,,https://www.threads.net/@arbolbajo/post/DCDqdVoOtS6
746,leelime28,2024-11-06,"약보다는 영양제를 챙겨봤으면 좋겠어. 
오메가3,마그네슘,비타민D.
식사는 안 거르는 중이야?11",1.0,1.0,,,https://www.threads.net/@arbolbajo/post/DCBLhKsus9H
747,arbolbajo,2024-11-06,"응응 영양제 꼭 챙겨먹을게
식사는 오히려 음식을 끊임없이 먹어서 문제야11",1.0,1.0,,,https://www.threads.net/@arbolbajo/post/DCBLhKsus9H
748,leelime28,2024-11-06,스트레스성으로 음식 먹는걸까봐 걱정이다1,,1.0,,,https://www.threads.net/@arbolbajo/post/DCBLhKsus9H
749,arbolbajo,2024-11-06,사실 맞아 그러다 어제 배탈나서 배탈약 계속 먹고 있어11,1.0,1.0,,,https://www.threads.net/@arbolbajo/post/DCBLhKsus9H
750,leelime28,2024-11-06,"응 흔한 증상 중에 하나야. 
증상이 심해지기 전에 식단 조절을 조금 해보자 
시간 정해서 먹는건 어때?",,,,,https://www.threads.net/@arbolbajo/post/DCBLhKsus9H
751,leelime28,2024-11-05,조용한 할때 찬양 틀어놓고 따라 부르는건 어때? 좋아하는 찬양 있어?11,1.0,1.0,,,https://www.threads.net/@arbolbajo/post/DB8_jykOykf
752,arbolbajo,2024-11-05,"하나님은 실수하지 않으신다네, 은혜 아니면 좋아해 응응 그래볼게 지금 자기 직전인데 한 번씩 듣고 자야겠다 고마워11",1.0,1.0,,,https://www.threads.net/@arbolbajo/post/DB8_jykOykf
753,leelime28,2024-11-06,"내가 좋아하는 찬양
I will run to you-Hillsong
What a beautiful name- Hillsong
Hymm of heaven -phil wickham
나중에 찾아서 들어봐1",1.0,,,,https://www.threads.net/@arbolbajo/post/DB8_jykOykf
